"","LAT","LONG","seasonal","tempWarmest","tempColdest","preciWettest","preciDriest","preciCV","PAR_SPRING","growingL","conseqCold","conseqFrFree","RelHumidSp","dayLSp","aridity"
"7064",51.3,1.1,4758,212,14,68,37,18,71.040276,12,3.48,111.54,79.939697,13.0205,1.24100006
"7078",40.12,-8.25,4636,298,57,133,9,53,99.977776,9,0.12,336.7,70.098602,12.6756,1.06200004
"7094",49.8724,8.65081,6593,244,-27,73,41,18,74.673615,9,17.38,197.01,79.9151,12.9617,0.88700002
"7141",50.3,8,6091,214,-29,73,48,13,68.24028,8,19.41,182.44,79.509201,12.981499,1.01800001
"7143",51.0167,5.86667,5539,224,-1,74,50,12,69.599998,9,9.77,201.12,80.776901,13.0204,1.11899996
"7151",51.5338,9.9355,6134,218,-32,79,38,23,66.27639,8,18.01,165.19,78.231201,13.040599,1.15999997
"7150",50.3,8,6091,214,-29,73,48,13,68.24028,8,19.41,182.44,79.509201,12.981499,1.01800001
"7424",49.2,16.6166,7321,246,-49,75,23,42,74.837502,8,27.66,187.13,74.044799,12.9426,0.70499998
"7178",49,15,7016,232,-54,97,37,36,75.006943,8,27.63,155.91,76.111099,12.942299,0.95700002
"7188",50.0667,8.5333,6510,244,-21,66,37,18,68.24028,9,17.46,196.89,83.736,12.980999,0.90100002
"7201",51.3317,6.55934,5857,231,-6,83,49,13,68.126389,9,10.31,192.49,80.519897,13.0207,1.20799994
"7206",50.0742,8.96617,6479,247,-20,71,39,18,68.24028,9,16.56,192.79,83.736,12.980999,0.94400001
"7205",49.631,11.5722,6666,229,-40,78,40,22,74.022224,8,23.04,146.23,80.526603,12.961899,1.04799998
"7231",50.3833,8.0666,6228,233,-18,63,39,15,68.24028,8,19.41,182.44,79.509201,12.981499,0.93900001
"7244",50.001,8.26664,6390,240,-18,61,33,20,68.24028,8,17.57,188.71,83.736,12.981499,0.86699998
"7260",50.5,8.5,6322,227,-25,70,46,11,68.24028,9,18.89,191.02,78.895401,13.0009,1.04200006
"7280",53.1667,8.2,5748,212,-17,80,44,17,69.125,8,12.02,184.07,79.372703,13.105799,1.26699996
"7282",50.3827,8.01161,6184,229,-18,65,41,14,68.24028,8,19.41,182.44,79.509201,12.981499,0.93900001
"7382",52.0918,5.1145,5317,213,-5,79,47,16,76.09861,9,7.58,217.69,79.222198,13.0614,1.29700005
"7392",51.9666,5.6666,5465,215,-6,75,48,14,69.599998,9,8.9,185.86,79.4533,13.040599,1.21599996
"6727",51.4083,-0.6383,5234,225,-3,71,43,14,65.756943,9,3.68,67.89,80.225196,13.020199,1.05900002
"7105",49.4167,16.2667,6953,217,-61,89,31,40,74.837502,8,32.73,182.5,74.044799,12.961799,0.89600003
"7479",51.2878,0.0565,4893,215,0,73,47,15,71.040276,10,5.46,219.83,78.472,13.020199,1.29799998
"7482",51.2878,0.0565,4893,215,0,73,47,15,71.040276,10,5.46,219.83,78.472,13.020199,1.29799998
"7504",52.25,4.5667,5273,206,1,88,44,21,76.09861,9,6.06,228.84,79.236999,13.061499,1.31200004
"7508",48.6103,2.3086,5629,243,5,60,44,8,73.112503,8,7.44,212.36,84.5186,12.923899,0.87400001
"7355",41.96,12.8,6019,305,18,119,29,33,104.13472,10,3.39,248.03,64.625602,12.7292,0.88
"5896",49.4112,16.2815,6981,222,-59,87,30,40,74.837502,8,32.73,182.5,74.044799,12.961799,0.89600003
"166",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"223",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"126",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"390",46.65,0.166667,5408,247,8,78,47,15,76.254166,8,4.76,210.94,78.076301,12.8694,1.02999997
"321",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"259",46.65,-0.25,5306,241,9,88,47,18,80.11528,9,4.66,220.86,78.076301,12.8694,1.09899998
"362",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"260",46.65,-0.25,5306,241,9,88,47,18,80.11528,9,4.66,220.86,78.076301,12.8694,1.09899998
"91",43.6833,7.33333,5097,269,45,119,17,42,97.577774,12,-0.3,326.18,80.728996,12.772399,0.82499999
"5160",51.3,0.4,4813,218,9,68,40,17,71.040276,10,3.41,177.22,80.103698,13.020199,1.17299998
"5232",51.2,0.4,4795,220,11,71,40,19,71.040276,10,3.44,103.07,80.103698,13.020199,1.17299998
"5606",54.7,-3.4,4424,187,-2,110,58,22,60.227779,8,5.47,189.17,81.769401,13.151399,3.32399988
"5628",54.7,-3.4,4424,187,-2,110,58,22,60.227779,8,5.47,189.17,81.769401,13.151399,3.32399988
"7004",47.5,7.5,6226,241,-11,101,52,22,78.190277,8,10.71,187.6,82.952903,12.8872,1.37899995
"7100",50.3055,8.324,6255,224,-26,69,44,13,68.24028,8,19.46,188.62,79.9151,12.981499,0.99699998
"7102",50.7224,8.2372,6064,213,-27,85,55,12,68.24028,8,20.53,177.46,78.404098,13.0009,1.16799998
"7110",52.0333,5.66667,5442,214,-8,75,48,14,76.09861,9,8.92,188.8,79.4533,13.040599,1.24300003
"7135",50.1102,8.6822,6382,247,-17,70,40,16,68.24028,9,17.38,197.01,83.736,12.980999,0.95300001
"7186",54.8969,23.8924,8071,225,-77,77,28,28,70.381943,7,42.68,170.51,80.664398,13.173899,1.01600003
"7430",48.6167,6.25,6026,237,-15,75,49,12,74.638886,9,12.15,201.76,81.088897,12.9237,1.176
"5385",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"5292",51.3,1.1,4758,212,14,68,37,18,71.040276,12,3.48,111.54,79.939697,13.0205,1.24100006
"5337",51.1,0.4,4761,218,10,76,43,21,71.040276,10,3.44,103.07,80.11,13.020199,1.36399996
"5350",51.1,0.4,4761,218,10,76,43,21,71.040276,10,3.44,103.07,80.11,13.020199,1.36399996
"5377",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"5386",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"5310",51.3,1.1,4758,212,14,68,37,18,71.040276,12,3.48,111.54,79.939697,13.0205,1.24100006
"5282",51.3,1.1,4758,212,14,68,37,18,71.040276,12,3.48,111.54,79.939697,13.0205,1.24100006
"5339",51.1,0.4,4761,218,10,76,43,21,71.040276,10,3.44,103.07,80.11,13.020199,1.36399996
"5322",51.3,1.1,4758,212,14,68,37,18,71.040276,12,3.48,111.54,79.939697,13.0205,1.24100006
"6242",55.7,13.2,6173,202,-27,68,35,21,71.57222,8,16.05,154.32,71.894096,13.199299,1.13800001
"5364",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"5373",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"6990",53.448,5.73,5267,199,-7,87,45,22,81.275002,9,9.24,233.8,79.448501,13.1048,1.388
"6992",50.3,5.3,5646,219,-12,83,62,9,68.654167,9,14.89,197.77,78.109703,12.980699,1.38399994
"6998",59.4308,16.7999,7339,218,-67,70,27,30,71.301392,7,25.51,127.05,79.868896,13.409999,0.99800003
"7069",46.0333,7.1167,6115,179,-77,127,103,7,81.120834,5,77.7,100.64,58.392101,12.835399,1.69200003
"7496",50.6728,-3.8404,4319,195,14,127,62,25,75.33889,12,3.64,210.96,78.985,13.000699,2.68700004
"7502",51.4666,-3.2,4547,208,18,106,59,19,64.805557,12,5.57,217.28,80.730499,13.020799,1.74899995
"7346",52.6058,11.8558,6521,230,-24,62,32,21,66.222221,8,17.62,143.13,79.455299,13.0836,0.83600003
"5596",54.7,-3.4,4424,187,-2,110,58,22,60.227779,8,5.47,189.17,81.769401,13.151399,3.32399988
"5517",54.6,-3.1,4535,184,-10,117,63,22,60.227779,8,5.12,207.64,80.364997,13.152799,6.41300011
"5582",54.7,-3.4,4424,187,-2,110,58,22,60.227779,8,5.47,189.17,81.769401,13.151399,3.32399988
"5590",54.7,-3.4,4424,187,-2,110,58,22,60.227779,8,5.47,189.17,81.769401,13.151399,3.32399988
"5536",54.6,-3.1,4535,184,-10,117,63,22,60.227779,8,5.12,207.64,80.364997,13.152799,6.41300011
"5670",54.6,-3.1,4535,184,-10,117,63,22,60.227779,8,5.12,207.64,80.364997,13.152799,6.41300011
"5645",54.4,-2.9,4592,186,-9,126,67,22,60.227779,8,7,165.85,80.364997,13.152799,4.81099987
"998",55.3833,14.05,6141,201,-22,63,32,21,79.0625,8,18.58,188.39,71.308601,13.196999,0.97100002
"1006",55.3833,14.05,6141,201,-22,63,32,21,79.0625,8,18.58,188.39,71.308601,13.196999,0.97100002
"992",55.3833,14.05,6141,201,-22,63,32,21,79.0625,8,18.58,188.39,71.308601,13.196999,0.97100002
"5341",51.1,0.4,4761,218,10,76,43,21,71.040276,10,3.44,103.07,80.11,13.020199,1.36399996
"1166",56.7,16.5167,6556,211,-35,60,29,23,80.493057,7,26.59,173.87,72.491699,13.2472,0.861
"1366",59.7833,17.5833,7474,209,-74,71,27,31,71.301392,7,34.61,129.25,81.283096,13.4489,0.97799999
"1363",59.7833,17.5833,7474,209,-74,71,27,31,71.301392,7,34.61,129.25,81.283096,13.4489,0.97799999
"1317",59.5667,16.8667,7423,217,-71,71,27,30,71.301392,7,25.47,126.85,79.868896,13.409999,1.00199997
"1313",59.5667,16.8667,7423,217,-71,71,27,30,71.301392,7,25.47,126.85,79.868896,13.409999,1.00199997
"1312",59.5667,16.8667,7423,217,-71,71,27,30,71.301392,7,25.47,126.85,79.868896,13.409999,1.00199997
"1360",59.7833,17.5833,7474,209,-74,71,27,31,71.301392,7,34.61,129.25,81.283096,13.4489,0.97799999
"1362",59.7833,17.5833,7474,209,-74,71,27,31,71.301392,7,34.61,129.25,81.283096,13.4489,0.97799999
"1256",59.4333,17.0167,7365,215,-68,70,27,30,71.301392,7,25.57,132.06,78.910697,13.409999,0.97100002
"9342",57.7133,15.0689,6825,203,-68,74,36,23,69.29583,7,26.81,138.12,71.508598,13.3049,1.09399998
"9450",57.2545,18.2109,6390,203,-30,55,29,24,80.801392,7,33.84,199.27,74.007698,13.274299,0.87099999
"9437",56.1633,14.6806,6300,208,-27,66,34,21,70.53611,7,25.12,205.67,71.9972,13.220999,0.96600002
"9436",56.1633,14.6806,6300,208,-27,66,34,21,70.53611,7,25.12,205.67,71.9972,13.220999,0.96600002
"9434",62.8959,18.3659,8670,205,-129,75,38,24,74.995834,6,40.96,110.77,86.811302,13.8688,1.39600003
"9427",62.8815,18.4055,8658,205,-128,74,37,25,74.995834,6,40.96,110.77,86.811302,13.8688,1.39600003
"9421",55.97447,14.39966,6203,205,-25,66,33,21,79.0625,8,22.53,200.93,70.9589,13.2213,0.981
"9416",57.7215,18.3837,6381,202,-32,56,30,25,80.801392,7,29.08,164.24,75.196899,13.303899,0.93800002
"9413",57.2746,16.1494,6668,213,-42,62,31,21,76.534721,7,20.82,167.19,73.2928,13.274399,0.97500002
"9412",57.2746,16.1494,6668,213,-42,62,31,21,76.534721,7,20.82,167.19,73.2928,13.274399,0.97500002
"9411",57.2746,16.1494,6668,213,-42,62,31,21,76.534721,7,20.82,167.19,73.2928,13.274399,0.97500002
"9410",57.2746,16.1494,6668,213,-42,62,31,21,76.534721,7,20.82,167.19,73.2928,13.274399,0.97500002
"9408",56.04697,13.95193,6222,200,-33,73,38,21,72.743057,7,19.11,164.5,71.525199,13.2213,1.18499994
"9407",55.7491,13.399,6180,203,-27,68,35,21,71.57222,8,17.9,158.41,71.525199,13.197999,1.17200005
"9405",55.7491,13.399,6180,203,-27,68,35,21,71.57222,8,17.9,158.41,71.525199,13.197999,1.17200005
"9404",55.7491,13.399,6180,203,-27,68,35,21,71.57222,8,17.9,158.41,71.525199,13.197999,1.17200005
"9399",55.42339,13.99049,6120,202,-22,63,32,21,71.57222,8,18.58,188.39,71.872001,13.196999,0.995
"9392",57.3263,15.8979,6683,213,-45,64,32,21,69.29583,7,21.65,158.7,73.2928,13.274499,0.99299997
"9391",57.3263,15.8979,6683,213,-45,64,32,21,69.29583,7,21.65,158.7,73.2928,13.274499,0.99299997
"9390",57.3263,15.8979,6683,213,-45,64,32,21,69.29583,7,21.65,158.7,73.2928,13.274499,0.99299997
"9388",62.806,18.1896,8626,204,-126,76,39,24,74.995834,6,37.6,112.09,88.130798,13.7902,1.442
"9386",62.806,18.1896,8626,204,-126,76,39,24,74.995834,6,37.6,112.09,88.130798,13.7902,1.442
"9385",57.4104,15.5743,6728,211,-51,67,33,22,69.29583,7,25.71,146.23,70.558296,13.274499,1.023
"9384",57.4104,15.5743,6728,211,-51,67,33,22,69.29583,7,25.71,146.23,70.558296,13.274499,1.023
"9383",55.81064,14.20914,6138,203,-23,66,33,21,79.0625,8,20.22,181.7,70.9589,13.196999,0.97799999
"9382",55.81064,14.20914,6138,203,-23,66,33,21,79.0625,8,20.22,181.7,70.9589,13.196999,0.97799999
"9381",55.81064,14.20914,6138,203,-23,66,33,21,79.0625,8,20.22,181.7,70.9589,13.196999,0.97799999
"9380",55.7488,13.3742,6185,203,-28,68,35,22,71.57222,8,17.9,158.41,71.525199,13.199299,1.17200005
"9378",63.0165,18.3174,8719,205,-131,74,37,24,66.597221,6,43.9,96.62,88.130798,13.8688,1.41400003
"9371",63.016,18.3175,8719,205,-131,74,37,24,66.597221,6,43.9,96.62,88.130798,13.8688,1.41400003
"9367",57.6787,14.9981,6790,209,-62,71,34,23,69.29583,7,26.55,130.1,71.508598,13.3049,1.11000001
"9363",62.9147,18.4045,8649,209,-125,73,37,25,74.995834,6,40.96,110.77,86.811302,13.8688,1.39600003
"9356",62.8762,18.1746,8623,205,-128,75,38,24,74.995834,6,37.6,112.09,88.130798,13.869099,1.39499998
"9355",62.8762,18.1746,8623,205,-128,75,38,24,74.995834,6,37.6,112.09,88.130798,13.869099,1.39499998
"9354",62.8762,18.1746,8623,205,-128,75,38,24,74.995834,6,37.6,112.09,88.130798,13.869099,1.39499998
"9353",57.2608,16.3675,6635,213,-40,59,28,22,76.534721,7,20.82,167.19,73.290496,13.274399,0.88300002
"9352",57.2608,16.3675,6635,213,-40,59,28,22,76.534721,7,20.82,167.19,73.290496,13.274399,0.88300002
"9351",57.2608,16.3675,6635,213,-40,59,28,22,76.534721,7,20.82,167.19,73.290496,13.274399,0.88300002
"9344",57.3089,18.1512,6409,203,-30,55,28,24,80.801392,7,33.84,199.27,74.007698,13.274299,0.871
"9343",57.3089,18.1512,6409,203,-30,55,28,24,80.801392,7,33.84,199.27,74.007698,13.274299,0.871
"9339",57.7133,15.0689,6825,203,-68,74,36,23,69.29583,7,26.81,138.12,71.508598,13.3049,1.09399998
"9336",62.8794,18.4473,8670,209,-125,73,37,25,74.995834,6,40.96,110.77,86.811302,13.8688,1.39600003
"9332",62.8698,18.381,8683,207,-127,74,37,25,74.995834,6,40.96,110.77,86.811302,13.8688,1.39600003
"9323",62.8622,18.336,8647,204,-128,75,38,24,74.995834,6,40.96,110.77,88.130798,13.8688,1.39600003
"9321",62.8622,18.336,8647,204,-128,75,38,24,74.995834,6,40.96,110.77,88.130798,13.8688,1.39600003
"9482",55.42422,13.84837,6135,202,-22,63,33,21,71.57222,8,17.54,177.59,71.872001,13.197999,0.995
"9481",55.42422,13.84837,6135,202,-22,63,33,21,71.57222,8,17.54,177.59,71.872001,13.197999,0.995
"9472",56.0648,13.9707,6234,204,-30,71,36,21,72.743057,7,19.11,164.5,71.525199,13.2213,1.18499994
"9471",56.0648,13.9707,6234,204,-30,71,36,21,72.743057,7,19.11,164.5,71.525199,13.2213,1.18499994
"9470",57.6511,14.8043,6794,206,-66,74,35,23,69.29583,7,26.55,130.1,71.508598,13.3049,1.15900004
"9469",57.6511,14.8043,6794,206,-66,74,35,23,69.29583,7,26.55,130.1,71.508598,13.3049,1.15900004
"9455",57.8009,18.5162,6463,202,-34,57,29,25,80.801392,7,31.53,171.05,75.196899,13.303899,0.935
"9454",57.8009,18.5162,6463,202,-34,57,29,25,80.801392,7,31.53,171.05,75.196899,13.303899,0.935
"9453",57.8009,18.5162,6463,202,-34,57,29,25,80.801392,7,31.53,171.05,75.196899,13.303899,0.935
"9451",57.2545,18.2109,6390,203,-30,55,29,24,80.801392,7,33.84,199.27,74.007698,13.274299,0.87099999
"9419",58.1834,15.0062,6912,213,-65,70,31,25,70.440277,7,29.28,135.54,71.508598,13.3385,1.00699997
"9418",57.2164,18.154,6409,204,-30,55,28,24,80.801392,7,33.84,199.27,74.007698,13.274299,0.871
"9409",56.05727,14.30201,6235,204,-29,69,34,21,70.53611,7,23.58,192.69,70.9589,13.2213,0.99800003
"9402",57.8765,14.8549,6838,210,-64,71,33,24,69.29583,7,27.66,130.78,71.508598,13.3049,1.09000003
"9369",57.6781,14.9986,6790,209,-62,71,34,23,69.29583,7,26.55,130.1,71.508598,13.3049,1.11000001
"9349",58.2896,15.1265,6917,215,-63,69,29,27,70.440277,7,30.09,139.88,71.508598,13.3385,1.00699997
"9476",55.5796,14.3336,6075,201,-19,62,32,21,79.0625,8,21.5,204.83,70.9589,13.196999,0.98299998
"9433",62.9513,18.2763,8652,206,-128,74,37,24,74.995834,6,43.9,96.62,88.130798,13.8688,1.39499998
"9446",55.5678,14.3398,6065,200,-19,62,32,21,79.0625,8,21.5,204.83,70.9589,13.196999,0.983
"9443",55.5678,14.3398,6065,200,-19,62,32,21,79.0625,8,21.5,204.83,70.9589,13.196999,0.983
"9442",55.5678,14.3398,6065,200,-19,62,32,21,79.0625,8,21.5,204.83,70.9589,13.196999,0.983
"997",55.3833,14.05,6141,201,-22,63,32,21,79.0625,8,18.58,188.39,71.308601,13.196999,0.97100002
"996",55.3833,14.05,6141,201,-22,63,32,21,79.0625,8,18.58,188.39,71.308601,13.196999,0.97100002
"1026",55.7,14.2,6104,200,-23,65,33,21,79.0625,8,19.41,184.78,70.9589,13.196999,0.97799999
"1585",65.25,15.6,7584,165,-129,87,31,27,55.287498,4,72.49,69.07,80.192497,14.202899,1.50100005
"1435",62.8,18.2,8590,208,-122,74,38,25,74.995834,6,37.6,112.09,88.130798,13.7902,1.442
"1169",56.7,16.5167,6556,211,-35,60,29,23,80.493057,7,26.59,173.87,72.491699,13.2472,0.861
"1075",55.7167,14.1333,6139,201,-24,66,34,20,79.0625,8,19.41,184.78,70.9589,13.196999,1.05599999
"1132",56.6167,16.65,6559,212,-33,58,28,23,80.493057,7,29.26,192.85,72.491699,13.2475,0.86500001
"1064",55.7167,14.1333,6139,201,-24,66,34,20,79.0625,8,19.41,184.78,70.9589,13.196999,1.05599999
"1063",55.7167,14.1333,6139,201,-24,66,34,20,79.0625,8,19.41,184.78,70.9589,13.196999,1.05599999
"1062",55.7167,14.1333,6139,201,-24,66,34,20,79.0625,8,19.41,184.78,70.9589,13.196999,1.05599999
"1247",59.4333,17.0167,7365,215,-68,70,27,30,71.301392,7,25.57,132.06,78.910697,13.409999,0.97100002
"991",55.3833,14.05,6141,201,-22,63,32,21,79.0625,8,18.58,188.39,71.308601,13.196999,0.97100002
"1391",59.8,17.5833,7471,209,-73,71,27,31,71.301392,7,34.61,129.25,81.283096,13.4489,0.97799999
"1374",59.7833,17.5833,7474,209,-74,71,27,31,71.301392,7,34.61,129.25,81.283096,13.4489,0.97799999
"1318",59.5667,16.8667,7423,217,-71,71,27,30,71.301392,7,25.47,126.85,79.868896,13.409999,1.00199997
"1254",59.4333,17.0167,7365,215,-68,70,27,30,71.301392,7,25.57,132.06,78.910697,13.409999,0.97100002
"1163",56.7,16.5167,6556,211,-35,60,29,23,80.493057,7,26.59,173.87,72.491699,13.2472,0.861
"1153",56.7,16.5167,6556,211,-35,60,29,23,80.493057,7,26.59,173.87,72.491699,13.2472,0.861
"1073",55.7167,14.1333,6139,201,-24,66,34,20,79.0625,8,19.41,184.78,70.9589,13.196999,1.05599999
"1072",55.7167,14.1333,6139,201,-24,66,34,20,79.0625,8,19.41,184.78,70.9589,13.196999,1.05599999
"394",46.65,0.166667,5408,247,8,78,47,15,76.254166,8,4.76,210.94,78.076301,12.8694,1.02999997
"7",45.2667,1.48333,5489,256,0,95,58,12,78.943054,9,4.29,198.58,78.367698,12.819,1.15499997
"203",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"236",48.6667,-4.06667,3793,200,34,129,46,32,82.281944,15,0.82,290.55,80.650299,12.9236,1.62600005
"367",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"123",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"395",46.65,0.166667,5408,247,8,78,47,15,76.254166,8,4.76,210.94,78.076301,12.8694,1.02999997
"196",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"264",45.75,4.71667,6327,263,-11,82,48,19,80.281944,9,9.83,224.38,81.627502,12.835399,0.98199999
"185",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"297",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"318",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"323",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"79",45,1.75,5577,271,9,79,49,12,82.765274,9,4.5,196.49,78.367698,12.803,1.03900003
"198",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"371",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"280",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"12",45.2667,1.48333,5489,256,0,95,58,12,78.943054,9,4.29,198.58,78.367698,12.819,1.15499997
"347",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"268",45.5333,4.85,6354,265,-12,86,54,17,80.281944,9,9.18,220.65,81.627502,12.819,0.995
"288",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"377",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"252",48.6667,-4.06667,3793,200,34,129,46,32,82.281944,15,0.82,290.55,80.650299,12.9236,1.62600005
"296",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"341",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"156",48.5167,-4.06667,3780,199,32,134,47,31,82.281944,15,1.21,267.01,80.650299,12.9236,1.62600005
"397",46.65,0.166667,5408,247,8,78,47,15,76.254166,8,4.76,210.94,78.076301,12.8694,1.02999997
"263",46.65,-0.25,5306,241,9,88,47,18,80.11528,9,4.66,220.86,78.076301,12.8694,1.09899998
"48",48.2667,-4.58333,3562,199,38,141,48,32,82.281944,15,0.9,305.21,80.650299,12.905099,1.63999999
"45",48.2667,-4.58333,3562,199,38,141,48,32,82.281944,15,0.9,305.21,80.650299,12.905099,1.63999999
"210",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"83",45,1.75,5577,271,9,79,49,12,82.765274,9,4.5,196.49,78.367698,12.803,1.03900003
"372",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"393",46.65,0.166667,5408,247,8,78,47,15,76.254166,8,4.76,210.94,78.076301,12.8694,1.02999997
"205",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"87",45,1.75,5577,271,9,79,49,12,82.765274,9,4.5,196.49,78.367698,12.803,1.03900003
"62",48.2667,-4.58333,3562,199,38,141,48,32,82.281944,15,0.9,305.21,80.650299,12.905099,1.63999999
"309",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"222",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"160",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"229",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"369",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"227",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"230",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"217",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"194",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"391",46.65,0.166667,5408,247,8,78,47,15,76.254166,8,4.76,210.94,78.076301,12.8694,1.02999997
"340",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"167",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"266",48.65,-2,4305,213,30,84,42,21,72.699997,12,2.95,243.51,80.333999,12.923899,1.07200003
"208",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"335",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"213",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"388",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"331",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"216",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"277",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"85",45,1.75,5577,271,9,79,49,12,82.765274,9,4.5,196.49,78.367698,12.803,1.03900003
"310",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"389",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"387",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"191",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"224",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"82",45,1.75,5577,271,9,79,49,12,82.765274,9,4.5,196.49,78.367698,12.803,1.03900003
"225",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"295",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"169",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
